gene name	test_pipeline	first_sample
PIAS2	5	55
AMPH	0	0
ARAF	29	31
MCCC1	0	21
LAMP3	0	0
FAP	0	0
NEBL	0	0
ACER3	0	24
UBE2K	86	34
PIK3C3	0	6
N4BP2	0	26
TIGAR	75	73
TULP3	14	64
SYNJ2	28	22
ADCY2	0	0
PPP2R5C	43	111
PMS2P1	26	9
RBFOX1	0	0
GNB1	210	382
HOXA9	0	0
EDN1	85	0
MLLT10	0	0
ZCWPW1	29	0
ADCYAP1R1	0	0
FGF20	0	0
P2RY10	0	0
ITM2A	0	0
NRDC	22	29
VDAC3	452	533
PCM1	92	98
TNRC6C	0	0
CBFA2T2	0	3
BRINP1	0	0
ITCH	16	28
PKD2L2	0	0
TP53INP2	2	0
SDF4	120	291
MYH7B	0	0
BPIFB2	0	0
TP73	0	0
TOLLIP	308	113
UBE2D4	50	0
CLUL1	0	0
RUNX1T1	0	0
CDH17	0	1
THOC1	0	43
FKBP7	84	44
OSBPL6	140	0
SLC1A3	0	32
XRCC5	559	745
LXN	0	0
SP140	0	0
MKNK1	4	35
TNS1	4	0
REXO1	0	0
SAR1A	53	68
CDC14A	0	0
RAPGEF3	0	0
CEACAM1	136	61
SENP1	19	0
DUSP13	0	0
CIC	0	0
LIPE	0	0
FDFT1	1361	316
PAFAH1B3	146	385
OPHN1	0	0
AFM	0	0
KIF22	77	69
SCGN	50	99
CARMIL1	0	3
PGM1	198	14
DDX1	91	103
DNM2	5	2
EPB41L2	123	37
RIMS1	0	0
MOXD1	0	18
STX7	139	56
RABL2B	6	8
KEAP1	27	87
DDX43	72	0
PTPRH	81	2
DCT	0	0
SLC35C2	402	70
CRYBG3	0	33
EPHA6	0	0
SCTR	0	0
RFX3	0	9
RIF1	8	2
RAB21	42	29
SLC4A4	0	0
SMARCA2	1	3
RDH8	0	0
SESN1	0	10
MID2	0	0
PIH1D3	0	0
COL5A3	0	0
SRCAP	10	0
PUM3	23	24
CPB2	113	132
CHRNA3	0	0
KCNN2	0	0
CNOT4	0	4
PSEN1	0	0
CPOX	5	0
CLDND1	115	151
MOK	0	0
HSP90AA1	2407	3035
RBL1	0	0
DLGAP4	24	10
IGSF9B	0	0
CFHR2	0	0
CROCCP3	0	0
NDC80	0	163
AP4E1	1	1
RSBN1	0	29
MAGI3	0	15
CXCL2	84	0
AFP	4833	10381
COL4A4	0	0
TCF7	0	0
OSTM1	2	36
CDH7	0	0
IMPG2	0	0
PCNP	140	189
EXD2	57	0
ARG2	67	69
MEF2C	21	0
PTPRC	0	0
CACNA1S	0	0
PKP1	0	0
UBA5	47	10
STK17B	0	8
CDC14B	0	0
ZNF510	0	0
LRP2	0	0
ZNF506	0	11
JMJD4	0	27
DUSP12	151	162
AACS	0	37
KIAA0141	73	55
SLC13A1	0	0
CADPS2	16	0
PCDHB4	0	0
PCDHA6	0	0
PCDHGA2	0	0
HSPB11	96	154
PHLPP1	0	0
ATP8B1	5	0
IL12RB2	0	0
SMARCD3	7	0
WDR70	45	45
FYB	0	0
MPP4	0	1
STRADB	0	110
BZW1	105	256
PGR	0	0
C1QTNF3	0	0
ME2	0	0
C5orf22	0	8
CCNT2	0	0
FAM135A	0	42
COL19A1	0	0
EPB41L3	0	0
COBLL1	39	130
DLG3	0	0
KCNK2	0	0
SERTAD4	0	0
TRAF5	0	0
MRPL22	261	128
GEMIN5	0	24
OPRK1	0	0
NFE2L1	40	10
SEMA5B	0	0
GSK3B	0	25
ITGB5	21	21
ERC1	0	0
XPO1	16	12
LINC01587	0	0
RNF13	71	17
TRPM3	0	0
PALB2	6	25
DOPEY1	0	0
LYRM2	79	74
BCKDHB	31	0
KAT6A	0	0
ZCCHC6	0	0
ULK2	0	0
GRHL2	0	0
TNPO1	13	3
PLOD1	21	37
P2RX5	0	0
ITGAE	158	244
DIS3	30	0
PIBF1	28	0
TDRD3	3	0
AC000111.6	0	0
NUFIP1	0	44
PDS5B	25	53
OXCT1	0	0
RRAGB	0	0
EPYC	0	0
CYLD	20	0
SLC27A5	0	0
ZNF324	0	11
ZNF671	0	0
ZNF416	0	0
ZNF586	24	1
ZNF446	0	8
ZNF264	11	5
RPS5	2754	2578
FAT1	0	0
YTHDC1	57	58
CHMP2B	100	169
SMAP2	0	28
PPIE	13	118
ZMPSTE24	9	25
STARD7	81	74
NOA1	59	36
REST	87	95
HAL	179	10
SSH1	0	0
GSTP1	3775	3444
APLP2	341	252
FAM234B	0	2
SLCO1A2	0	0
WBP11	18	134
EIF3I	1539	974
NKAIN1	46	147
COL16A1	0	0
TXLNA	304	352
APOB	1136	460
NCOA1	0	2
AGBL5	2	9
EFR3B	0	0
KIF3C	0	0
RAB10	112	78
GCKR	0	0
HADHA	61	184
MAPRE3	0	0
CAD	2	21
CD59	66	85
CD82	0	0
BCORL1	0	0
ATRX	30	64
AK6	112	157
FCN1	0	0
MYNN	26	56
MECOM	0	18
SCAMP1	0	0
PREP	48	99
HACE1	0	0
SEH1L	204	114
WDR47	0	10
WDFY1	4	0
OVGP1	0	0
SLC25A24	0	0
MAP3K4	0	32
PILRA	0	0
IGSF9	0	0
ABCB1	5	0
ZNF213	0	0
AKR1B1	156	128
CPNE3	76	78
RRN3	44	31
CTTN	221	369
WNT11	0	0
MTIF2	91	69
DDHD2	3	11
TTC39A	0	0
EPS15	25	0
ORC1	0	37
MGST2	230	75
CHERP	1	56
ATG16L1	0	8
USP40	13	0
POMGNT1	3	0
RAD54L	0	21
MAST2	0	3
DNAJA1	1188	952
B4GALT1	32	20
CHMP5	142	39
NFX1	129	20
AQP6	0	0
DIMT1	165	21
IPO11	30	0
FOLH1	0	0
EIF2AK1	125	109
NME8	0	0
EPDR1	38	2
SNX10	61	41
SEPHS1	55	39
MRPL28	98	76
HBQ1	0	0
ITPKC	0	0
CEACAM6	0	0
FAT2	0	0
RBM22	63	5
TMED2	354	215
ERO1B	0	18
ZFAND6	166	210
HSD17B2	194	25
TXLNG	0	113
PPEF1	0	0
LAT2	0	0
HUWE1	118	151
ZW10	0	9
ALG9	2	9
MYBPC2	0	0
NOX4	0	0
ACOX3	0	19
MTMR2	0	0
PPP1R15A	161	95
HSD17B14	91	74
TRIP6	6	9
ACHE	0	0
FTL	47087	54841
SRRT	89	45
BAX	140	155
NLK	8	0
PIGS	58	17
ADAMTS2	0	0
TMPRSS11E	0	0
ATXN7L3	1	0
PGS1	0	50
PSMC5	427	218
UIMC1	7	0
CETP	0	0
MMP2	0	0
MT3	0	0
LPCAT2	0	0
GNAO1	0	0
OGFOD1	42	0
SH3BP2	7	0
NOP14	195	29
ADD1	102	3
L2HGDH	0	14
TXNDC16	4	0
C14orf166	148	24
NID2	0	0
GMCL1	0	10
SF3B2	48	26
KLHL42	1	0
GNAS	572	407
DNM1L	18	42
PTHLH	0	0
PHACTR3	0	0
ERGIC2	155	191
TFAP2C	0	0
AURKA	37	130
CASS4	0	0
PIR	80	40
AAMDC	58	52
RFX2	0	62
METTL2A	2	24
SULT2B1	0	0
ALG6	8	26
CNOT3	1	0
GP6	0	0
PTPN4	0	25
DDX18	155	239
KHSRP	0	28
GNA11	3	0
ASAP3	0	7
EDEM2	0	0
DNMT3B	0	0
REM1	0	0
TPX2	3	94
FER1L4	0	0
PDRG1	140	52
EPB41L1	0	0
SLC15A1	0	0
DOCK9	0	2
ANKRD10	107	143
TGDS	4	15
DOCK3	0	0
C3orf18	0	0
COQ9	19	1
TMEM40	0	0
KIF9	43	34
ARHGAP28	0	0
CRLS1	96	151
DEFB127	0	0
PPP1R13B	0	0
ATRN	0	34
SMOX	11	27
SIGLEC1	0	0
FKBP1A	398	476
NSFL1C	393	110
SLC4A11	0	95
C20orf194	0	1
ZNF343	0	0
EBF4	0	0
CPXM1	0	0
MAVS	1	52
LZTS3	115	0
F11	0	0
XRN2	240	320
KIZ	0	0
DYNLL1	932	770
TESC	114	38
SNX5	117	228
RPL6	1265	1244
SIRPG	0	0
MAPKAPK5	20	84
P2RX7	0	0
ESF1	44	59
RBBP9	6	0
ANAPC5	207	216
SLC23A2	63	5
SLC8B1	0	0
TMEM230	485	223
DZANK1	0	0
KDM2B	0	0
CFAP61	0	0
LHX5	0	0
TASP1	0	0
OAS1	0	0
GCN1	85	15
RPLP0	1516	1962
PXN	0	0
SIRT4	0	0
RPH3A	0	0
KIF16B	0	0
TRMT6	0	17
CHGB	0	45
PEBP1	2182	1264
TBX5	0	0
BRAP	8	69
ERP29	109	480
NOS1	0	0
FUS	113	215
IGBP1	189	117
FXYD5	0	0
ZNF302	0	54
GRAMD1A	75	13
FXYD3	4	0
HEPH	0	0
CDIP1	0	15
CMTM1	0	0
KCNH4	0	0
GANAB	27	41
GMIP	0	0
RBM41	0	0
BIRC5	21	133
LAG3	0	0
MLF2	846	972
OTUB2	0	0
DDX24	74	128
ZBTB25	0	0
NECAP1	51	75
ARHGAP4	0	0
ANKRD24	0	0
DHX32	0	0
RCOR1	1	0
GPATCH2L	0	14
LTBP4	0	0
BLVRB	274	306
SLC9A1	0	17
SPTLC1	33	7
PAPOLA	205	106
CCNK	0	14
PCBP4	77	46
RGS1	0	0
YPEL3	0	0
MRPS33	122	121
NDUFB2	274	388
NUDC	1112	509
MAEA	56	55
ICAM1	199	42
STRN4	21	110
IRAK3	0	0
LYZ	1431	718
SI	0	0
MUL1	4	34
TFAP4	1	0
PDCD7	0	43
SPG21	258	125
FETUB	0	16
DNAJB11	274	503
P3H2	2	2
THPO	0	0
CHRD	0	0
FLT3LG	0	0
RAB11FIP3	0	0
GNPTG	0	27
ZNF268	0	0
GOLGA3	0	1
PABPC4	33	47
CD209	0	0
CERS4	37	52
MCOLN1	11	10
USP48	121	62
EFNB1	0	0
PDPR	0	3
AARS	82	150
GLG1	41	86
KIF4A	0	0
TNRC6A	8	22
PLEKHG2	7	10
DLL3	0	4
NAT14	4	0
PITPNM2	0	0
EXOC1	37	0
RBM27	0	5
POU4F3	0	0
OSBPL8	83	118
DTX2	0	2
NLRC4	0	0
PUS7	36	0
LAMB4	0	0
NRCAM	0	0
LAMB1	29	9
SLC26A4	0	0
SLC26A3	0	0
DLD	231	168
WDR7	0	0
TXNL1	277	198
IL5RA	0	0
ABCC6	0	85
CMTM6	252	146
ITGA6	49	41
RAPGEF4	5	5
AC013461.1	58	3
SMPX	0	0
FH	260	199
SEL1L3	0	5
TF	6517	2542
CDV3	127	229
MYO15A	0	0
ALKBH5	59	38
APOH	951	141
NLRP1	56	13
PITPNM3	0	0
SPAG7	210	103
ORC6	63	161
ZFHX4	30	0
SLC17A6	0	0
CPA1	0	0
ZC3HC1	148	56
ESR1	0	0
RGS17	0	0
ANGPT2	0	0
TMEM101	15	21
CD200	0	0
CCDC80	4	0
CMA1	0	0
PSME1	367	269
PPP2R3C	42	85
HAUS4	9	23
JPH4	0	0
MYH7	0	0
CEBPE	0	0
SLC7A8	0	0
OSGEP	148	39
SLC22A17	0	0
RNF31	0	0
SCFD1	492	354
G2E3	21	25
HECTD1	213	319
HNRNPC	740	666
RPGRIP1	0	0
SUPT16H	132	148
TOX4	134	17
GEMIN2	31	24
TGM1	0	0
TINF2	108	79
DAZL	0	0
TBL1Y	0	0
SEMA6A	0	21
TRPM7	10	4
TYRO3	48	26
WDR76	0	18
CAPN3	0	0
SNAP23	31	108
TBX15	0	0
PHGDH	283	289
COL9A3	0	0
EZR	230	325
MYL6	2126	1767
AGO1	98	48
TEKT2	0	0
CLSPN	0	231
RFFL	1	3
UNC13D	0	0
MFSD11	0	0
DPYSL2	71	79
TGFB2	10	0
GPATCH2	87	37
NUP50	41	86
CDC45	53	253
COMT	113	177
CECR1	0	0
XXbac-B461K10.4	0	0
VNN3	0	0
ECHDC1	179	224
LRRFIP2	115	46
SEC22C	24	4
XYLB	169	172
HDAC6	54	25
OR1I1	0	0
GABRP	0	0
KRT31	0	0
CDC6	47	131
UPRT	0	0
CDC23	15	4
AAAS	134	86
CBX5	277	163
FMO2	0	0
SUCO	0	78
MSH2	8	1
MAP3K1	14	0
DHPS	35	41
HOOK2	58	0
NXPE1	0	0
ARCN1	77	3
EPB41L4B	0	0
TMEM38B	1	11
PSMD5	14	0
PTGS1	0	0
NUP188	3	27
CRAT	0	0
SH2D3C	0	0
NANS	44	126
TBC1D2	0	0
WHRN	0	0
PDE6C	0	0
CWF19L1	0	1
SEMA4G	0	6
BTAF1	0	33
IKZF5	0	2
BLNK	0	0
TLL2	0	0
CYP26A1	0	0
TDRD1	0	0
SORBS1	0	0
CRTAC1	0	0
BAMBI	31	134
IL11	0	0
MYO3A	0	0
WAC	63	26
CREM	11	66
NUBP2	279	143
TPSD1	0	0
SMIM24	0	0
HIVEP1	0	0
TREM2	0	0
KCNK16	0	0
CRISP3	0	0
FKBP5	65	0
SRPK1	56	58
BRPF3	0	0
MRPS18A	84	70
PGC	0	9
TMEM14A	180	231
EFHC1	0	60
NCR2	0	0
HSP90AB1	3547	2867
MLN	0	0
CDC5L	39	104
ITPR3	0	0
ZNF184	0	0
DSP	46	39
SIRT1	0	0
HNRNPH3	103	66
IFT74	27	40
JAK2	0	3
IL12RB1	0	0
ABL1	56	44
ACOT7	192	316
SH3GLB1	80	15
CDC7	15	15
SYDE2	0	49
PCSK5	0	0
SCD	415	395
TMED1	78	110
ABLIM1	55	13
ERMP1	0	0
RAB18	72	84
NRP1	53	135
HSD17B7P2	0	27
PRTFDC1	0	0
PALMD	0	17
TSPAN15	0	5
H2AFY2	0	41
FAM21A	20	0
MAST3	0	0
MZF1	0	0
OCEL1	26	43
MYO9B	1	10
KCNK6	0	0
CATSPERG	0	0
PSMD8	833	713
FBXL19	0	0
STX1B	0	0
HSD3B7	0	5
SETD1A	1	26
BCL7C	15	25
MAGEB2	62	55
EFNA2	0	0
CIRBP	109	74
ATP5D	180	215
CBARP	0	0
PCDH11Y	0	0
AMELY	0	0
PRKY	0	0
IGFALS	0	0
HNRNPM	77	403
MARCH2	0	0
NDUFB7	203	152
TECR	324	267
TIMM13	279	292
CDC34	100	103
MTAP	88	5
MISP	0	0
CEP170B	0	3
POLR2E	232	409
POLRMT	1	0
HCN2	0	0
CDHR5	0	0
IZUMO4	0	0
RASSF7	107	0
GADD45B	17	0
PALM	0	0
MADCAM1	0	0
IGF2-AS	0	0
MKNK2	49	20
ARVCF	0	22
TRMT2A	131	52
RANBP1	862	1313
ZDHHC8	0	0
KLHL22	0	9
MED15	3	38
SERPIND1	290	242
SNAP29	43	65
CRKL	11	130
LZTR1	0	0
MMP11	114	1
CECR2	0	19
SMARCB1	57	122
P2RX6	0	0
DERL3	0	0
SLC7A4	0	0
BCL2L13	31	65
DDTL	0	1
DDT	114	90
GSTT2	0	0
OSM	0	0
CABIN1	38	0
TBC1D10A	4	0
SUSD2	0	0
SF3A1	0	4
GGT5	0	0
RNF215	0	0
SEC14L2	0	0
SEC14L3	0	0
SPECC1L	44	6
PPIL2	69	0
UPB1	0	1
YPEL1	0	0
SNRPD3	494	519
PES1	14	7
MAPK1	121	28
GGT1	47	0
PRODH	0	0
PPM1F	85	0
SLC35E4	0	0
TOP3B	0	0
CRYBB3	0	1
CYTH4	0	0
DGCR14	0	75
CRYBB2P1	47	54
MFNG	0	0
CARD10	26	38
LRP5L	0	0
SLC25A1	1501	1027
GRK3	0	0
PLA2G3	0	0
LGALS2	0	6
GGA1	2	25
HIRA	1	0
SH3BP1	0	2
SEZ6L	0	0
LGALS1	0	0
HPS4	27	0
PIK3IP1	0	1
RP1-37E16.12	0	0
SRRD	14	64
PATZ1	0	7
TRIOBP	63	0
TFIP11	16	23
GCAT	146	100
GGTLC2	0	0
CRYBB1	0	0
ANKRD54	0	33
EIF3L	231	226
SNU13	700	877
MICALL1	0	0
POLR2F	0	0
SOX10	0	0
CCDC134	27	0
DEPDC5	0	0
PICK1	0	0
TTC28	5	14
SLC16A8	0	0
CENPM	127	80
SEPT3	0	0
SLC5A1	0	0
TPTEP1	0	0
SLC5A4	0	0
KDELR3	129	57
CYP2D6	0	0
DDX17	176	46
DMC1	0	0
TCF20	0	0
HSCB	0	23
CBY1	81	0
TOMM22	399	182
RSPH14	0	0
XBP1	1471	679
RTCB	447	202
JOSD1	124	25
FBXO7	301	268
GTPBP1	29	12
POLDIP3	59	19
RAB36	0	0
TIMP3	216	239
PPP6R2	152	22
SBF1	8	9
SUN2	0	0
CYB5R3	930	723
DNAL4	0	1
C22orf31	0	0
MIOX	0	0
LMF2	25	92
RHBDD3	27	99
PACSIN2	51	29
TTLL1	0	32
RASL10A	37	0
AP1B1	194	96
HMGXB4	0	86
TOM1	101	53
NEFH	0	0
CHKB	0	4
BIK	2	0
HMOX1	114	39
MCAT	38	0
THOC5	199	158
MCM5	295	363
APOBEC3H	0	0
ARSA	0	0
TSPO	97	25
RASD2	0	0
TTLL12	1	29
CBX7	0	0
PDGFB	65	0
ACR	0	0
CABP7	0	0
RPL3	4755	3009
ZMAT5	194	80
RBFOX2	153	64
SYNGR1	150	75
TAB1	0	0
ASCC2	52	89
MTMR3	0	5
MIEF1	58	18
APOL4	0	0
PNPLA5	0	0
APOL1	0	0
PNPLA3	17	0
MYH9	25	106
CACNA1I	0	0
SAMM50	150	79
TXN2	398	369
FOXRED2	0	3
GRAP2	0	0
EIF3D	421	315
TNRC6B	135	111
SGSM3	93	1
IFT27	0	0
PVALB	0	0
KIAA0930	9	56
NCF4	0	0
CSF2RB	0	0
SLC25A17	64	4
UPK3A	0	0
FAM118A	158	13
KCTD17	0	7
ST13	270	355
IL2RB	0	0
RBX1	755	616
EP300	0	5
L3MBTL2	58	52
CHADL	0	0
RANGAP1	9	6
ZC3H7B	0	8
PHF5A	90	192
ACO2	86	55
POLR3H	212	58
TRMU	75	73
PMM1	0	51
DESI1	115	137
CERK	1	2
BRD1	77	0
ZBED4	27	0
MLC1	0	0
HDAC10	0	10
KCNK10	0	0
ABHD4	1	28
KHNYN	4	0
FKBP3	56	100
SDR39U1	25	0
CTSG	0	0
GZMH	0	0
GZMB	0	0
RBM23	6	1
PRMT5	76	182
COCH	132	552
AP4S1	39	27
POLE2	0	23
VCPKMT	1	7
SOS2	0	0
CDKL1	0	0
NIN	0	5
PYGL	86	21
TRIM9	0	0
PSMC6	68	123
GNPNAT1	56	35
DDHD1	0	0
CDKN3	18	67
CNIH1	524	120
CGRRF1	0	77
ATP6V1D	124	101
C14orf105	0	0
PLEK2	0	0
PIGH	60	0
LRRC74A	0	0
PSMA3	443	467
VTI1B	108	116
TIMM9	135	6
GSTZ1	31	5
KIAA0586	0	0
TMED8	1	1
SAMD15	0	0
AHSA1	91	214
DAAM1	44	68
ISM2	0	0
SPTLC2	51	0
RIN3	0	2
LGMN	43	133
ALKBH1	87	0
SNW1	48	87
CHGA	0	0
ITPK1	0	3
DHRS7	83	154
PPM1A	6	1
SIX4	0	0
GALNT16	0	0
ASB2	0	0
CEP128	19	1
ERH	422	625
HIF1A	194	111
SUSD6	0	1
SRSF5	288	248
SLC10A1	0	0
EIF5	850	766
SERPINA4	10	0
SLC8A3	0	0
DICER1	9	32
ZFYVE21	63	131
MTHFD1	80	6
TCL1A	0	0
ZC3H14	24	80
TELO2	3	0
PCNX1	6	0
BDKRB1	0	0
GSKIP	0	13
VRK1	189	108
PSMC1	115	127
PAPLN	0	0
RPS6KA5	0	0
PPP4R3A	49	18
C14orf93	0	0
PSMB5	1937	1687
YY1	0	51
ACIN1	39	29
CCNB1IP1	72	117
TRIP11	30	33
APEX1	351	568
PABPN1	79	61
EFS	0	0
ARHGAP5	131	142
CINP	0	13
DHRS2	0	0
SRP54	118	98
CPNE6	0	0
CHD8	40	52
PCK2	16	13
KIAA0391	0	0
DCAF11	25	13
PSMA6	165	132
NFKBIA	778	502
EMC9	74	26
PSME2	585	558
BRMS1L	27	6
REC8	0	0
TM9SF1	9	20
SEC23A	6	0
GMPR2	64	89
PNN	177	161
RABGGTA	13	24
NFATC4	0	0
PLTP	0	113
PCIF1	6	0
GSS	437	278
MMP9	0	0
VSX1	0	0
TRPC4AP	43	57
PYGB	1	0
ABHD12	74	290
PROCR	0	0
GINS1	18	13
NINL	0	0
CD40	0	0
UQCC1	83	15
ZMYND8	2	106
SGK2	0	1
IFT52	105	29
MYBL2	0	191
R3HDML	0	0
HNF4A	8	28
NDRG3	4	3
SLA2	0	2
C20orf24	603	400
NFATC2	0	26
RIMS4	0	0
PABPC1L	0	2
STK4	7	13
SALL4	0	0
ADNP	9	11
PFDN4	132	183
DOK5	0	0
CSTF1	19	0
BMP7	0	0
RAE1	93	25
TPD52L2	406	46
DNAJC5	0	20
NELFCD	152	173
CTSZ	277	46
PRPF6	170	18
TUBB1	9	0
PRELID3B	53	0
HRH3	0	0
MTG2	44	43
PSMA7	2111	1783
SLCO4A1	0	0
NTSR1	0	0
MRGBP	15	68
TCFL5	0	1
DIDO1	13	14
GID8	58	58
SLC17A9	121	54
BIRC7	0	0
NKAIN4	0	0
ARFGAP1	36	1
AVP	0	0
COL20A1	0	0
CHRNA4	0	0
EEF1A2	0	0
PTK6	0	0
GMEB2	0	0
C20orf27	35	69
SPEF1	0	0
CDC25B	150	39
ISM1	0	0
RNF24	22	85
ARFRP1	84	67
NDUFAF5	30	8
SEL1L2	0	0
TRIB3	550	225
RASSF2	0	0
CSNK2A1	51	62
SLC52A3	0	0
RPS10P5	0	0
ANGPT4	0	0
RSPO4	0	0
CDS2	74	29
PROKR2	0	0
HM13	416	306
SNPH	0	0
MYLK2	0	0
SIRPB1	0	0
SEC23B	84	27
FERMT1	0	0
HAO1	0	0
PDYN	0	0
CCM2L	0	0
PLCB4	0	0
MYL9	0	0
HCK	0	0
TM9SF4	121	43
TLDC2	0	0
CRNKL1	54	3
POFUT1	30	1
SAMHD1	1	5
PAK5	0	0
KIF3B	102	32
MROH8	6	0
NOP56	390	399
MANBAL	105	139
IDH3B	596	397
MAPRE1	118	150
JAG1	45	29
CDK5RAP1	18	121
SNTA1	65	5
OXT	0	0
TTI1	0	2
E2F1	3	116
RPRD1B	1	1
PXMP4	48	3
CHMP4B	60	17
BPI	0	0
CST9L	0	0
SLC32A1	0	0
CST3	557	273
ASIP	0	0
CST4	0	0
ACTR5	0	0
WFDC2	0	0
AHCY	1442	408
PPP1R16B	0	0
SPINT3	0	0
FAM83D	0	54
EPPIN	0	0
DHX35	6	2
DNTTIP1	136	77
MAP1LC3A	0	0
SYNDIG1	0	0
PIGU	200	37
TNNC2	0	0
ACOT8	37	83
APMAP	29	222
CELF4	0	0
ZNF516	0	13
CDH20	0	0
ADNP2	0	1
RBFA	6	2
USP14	190	157
VAPA	676	365
METTL4	5	23
LPIN2	39	26
SMCHD1	82	127
MYOM1	0	7
MYL12A	1714	1278
CEP76	24	18
ST8SIA5	0	0
CEP192	0	26
RNMT	28	64
SMAD7	21	0
LIPG	110	5
LAMA1	0	0
RNF125	0	0
ANKRD12	27	5
NOL4	0	0
POLI	0	0
MIB1	1	6
RBBP8	0	27
RIOK3	0	12
CSTF2	16	56
H2BFM	0	0
MXRA5	0	0
VSIG1	0	0
PSMD10	16	15
ATG4A	0	76
STS	0	0
TBL1X	4	31
GPR143	0	0
PGRMC1	76	290
POLA1	4	23
MID1	0	0
NKAP	113	42
RHOXF1	0	0
NXT2	7	0
GUCY2F	0	0
ATP1B4	0	0
MCTS2P	0	0
ALG13	24	38
PRPS2	0	0
TLR8	0	0
MOSPD1	105	43
AMMECR1	15	0
CHRDL1	0	0
WDR13	31	42
SUV39H1	0	29
PAGE4	0	0
SRPX	0	0
GLRA2	0	0
XIAP	3	11
STAG2	0	15
ATP11C	0	0
MCF2	0	0
F9	0	0
ABCD1	12	0
CCDC22	25	0
CACNA1F	0	0
SYP	0	0
PLP2	4	0
BMX	0	0
LUZP4	0	0
PLS3	22	38
NAA10	0	113
RENBP	0	0
ELF4	0	0
SMARCA1	199	105
MTMR8	0	0
ASB9	5	24
ZC3H12B	0	0
RBBP7	187	303
PPP1R2P9	0	0
KCND1	0	0
OPN1LW	0	0
SLC25A14	0	12
FMR1	0	7
PIM2	36	14
SCML2	8	0
SLC35A2	68	92
PQBP1	448	526
RS1	0	0
PCSK1N	0	0
EMD	3	0
TAZ	0	0
RAB40AL	0	0
PGK1	260	261
GATA1	0	0
MAGT1	0	36
SMS	244	241
PHEX	0	0
UBL4A	9	73
CD99L2	0	0
EEA1	44	156
GPR50	0	0
RP2	7	2
JADE3	0	0
CDK16	202	103
USP11	14	44
PCYT1B	0	0
BRS3	0	0
HTATSF1	117	113
VGLL1	0	0
CD40LG	0	0
TIMP1	161	3
KLHL4	0	0
GABRE	0	0
PCDH11X	0	0
FGD1	0	0
PIN4	55	44
PORCN	0	0
ITIH6	0	0
MAGED2	0	0
RBM3	645	804
KLF8	0	0
SRPX2	0	0
SYTL4	0	0
ZDHHC15	0	0
CENPI	0	0
DRP2	0	0
TAF7L	0	0
PBDC1	0	0
GLA	32	107
ARMCX3	19	0
BEX4	5	1
RUBCNL	0	1
NALCN	0	0
FGF14	0	0
HTR2A	0	0
NDFIP2	60	51
TNFSF13B	0	0
FNDC3A	3	53
MLNR	0	0
CDADC1	61	0
CAB39L	6	0
KLF5	222	35
STK24	2	14
ACP5	0	2
DNAJC3	56	44
UGGT2	48	9
ARHGEF7	29	19
FGF9	0	0
SGCG	0	0
PARP4	3	8
SUPT20H	0	7
MRPS31	0	18
SLC25A15	47	38
KPNA3	35	53
FLT1	0	4
RGCC	32	47
VWA8	14	16
DGKH	0	1
KATNAL1	0	0
INTS6	0	0
ACOD1	0	0
DHRS12	0	34
MEDAG	6	0
TSC22D1	39	75
CLN5	57	41
OLFM4	0	0
MSLN	0	0
MGRN1	37	10
ZNF629	0	4
TRADD	106	38
HSF4	0	0
CORO1A	0	1
MAPK3	0	32
GDPD3	0	0
ELMO3	0	0
MT4	0	0
PHKB	0	12
LYRM1	85	62
NUTF2	1184	826
NUP93	147	70
CENPT	1	17
TSNAXIP1	0	0
NFAT5	17	10
LONP2	23	22
N4BP1	1	14
CBLN1	0	0
ARL2BP	16	14
PLLP	14	23
ZNF423	0	0
CCL22	0	0
DHODH	54	161
CCL17	0	0
CTCF	165	76
ACD	2	5
POLR2C	367	159
PARD6A	0	0
ZNF821	0	12
MMP15	0	0
USB1	149	119
CYB5B	600	267
CCDC113	0	23
PRSS54	0	0
NME3	69	36
NDRG4	0	0
PSMD7	529	403
SETD6	0	45
SLC38A7	78	6
VAC14	74	24
HAS3	0	0
TANGO6	0	3
COG4	104	47
SMPD3	0	0
SLC7A6OS	31	62
SLC7A6	0	30
PLA2G15	176	42
ESRP2	1	86
FA2H	0	0
WDR59	0	1
MON1B	16	27
CMC2	125	204
AXIN1	0	0
HCFC1R1	28	5
NPRL3	0	0
MLYCD	0	4
MPG	34	88
NECAB2	0	0
HSDL1	0	37
TAF1C	0	0
NAGPA	0	46
WFDC1	0	0
SEC14L5	0	0
COTL1	0	19
USP10	46	45
CRISPLD2	0	21
TSC2	0	51
ZNF500	18	1
RP11-723C11.2	0	0
NME4	292	267
ABCC1	0	2
NOMO3	0	0
LMF1	29	0
FOXF1	0	0
NARFL	0	0
MTHFSD	0	7
CLCN7	17	11
HAGHL	0	0
FAM173A	43	12
SLC7A5	0	55
METRN	14	5
FBXO31	0	0
STUB1	127	78
RHBDL1	0	0
NUBP1	8	61
UBE2I	390	416
ZP2	0	0
MEFV	0	0
CRYM	0	0
EEF2K	0	16
CAPN15	0	11
PIEZO1	25	17
GSPT1	150	215
ZNF174	0	0
CLUAP1	0	0
UBFD1	92	2
PRSS33	0	0
EARS2	17	30
TCEB2	363	237
GGA2	137	0
AQP8	0	0
CPPED1	0	0
USP31	0	34
HMOX2	23	68
DNAJA3	175	33
CORO7-PAM16	0	0
BFAR	43	52
SALL1	0	0
TOX3	54	20
RRN3P2	0	0
